1.,1880.
2.,1870.
3.,1848.
4.,1853.
5.,1870.
6.,1871.
7.,1891.
8.,1893.
9.,1872.
10.,1862.
11.,1890.
12.,1871.
13.,1879.
14.,1890.
15.,1877.
16.,1859.
17.,1888.
18.,1891.
19.,1873.
20.,1887.
21.,1865.
22.,1893.
23.,1896.
24.,1902.
25.,1898.
26.,1862.
27.,1878.
28.,1874.
29.,1886.
30.,1903.
31.,1856.
32.,1882.
33.,1881.
34.,1865.
35.,1879.
36.,1858.
37.,1866.
38.,1864.
39.,1886.
40.,1882.
41.,1878.
42.,1899.
43.,1874.
44.,1886.
45.,1876.
46.,1860.
47.,1873.
48.,1863.
49.,1895.
50.,1857.
51.,1892.
52.,1875.
53.,1880.
54.,1864.
55.,1896.
56.,1859.
57.,1892.
58.,1857.
59.,1889.
60.,1864.
61.,1906.
62.,1868.
63.,1890.
64.,1864.
65.,1874.
66.,1873.
67.,1867.
68.,1880.
69.,1873.
70.,1880.
71.,1866.
72.,1871.
73.,1894.
74.,1874.
75.,1866.
76.,1876.
77.,1894.
78.,1861.
79.,1863.
80.,1864.
81.,1881.
82.,1878.
83.,1866.
84.,1861.
85.,1863.
86.,1871.
87.,1873.
88.,1855.
89.,1873.
90.,1872.
91.,1878.
92.,1896.
93.,1898.
94.,1891.
95.,1864.
96.,1884.
97.,1868.
98.,1868.
99.,1863.
100.,1896.
101.,1879.
102.,1863.
103.,1889.
104.,1861.
105.,1899.
106.,1889.
107.,1860.
108.,1887.
109.,-0-
110.,1862.
111.,1898.
112.,1862.
113.,1890.
114.,1894.
115.,1878.
116.,1896.
117.,1861.
118.,1900.
119.,1894.
120.,1863.
121.,1903.
122.,1877.
123.,1874.
124.,1879.
125.,1877.
126.,1867.
127.,1893.
128.,1892.
129.,1892.
130.,1901.
131.,1871.
132.,1873.
133.,1886.
134.,1889.
135.,1862.
136.,1897.
137.,1888.
138.,1918.
139.,1857.
140.,1874.
141.,1869.
142.,1862.
143.,1874.
144.,1879.
145.,1860.
146.,1900.
147.,1872.
148.,1921.
149.,1864.
150.,1869.
151.,1894.
152.,1918.
153.,1865.
154.,1864.
155.,1872.
156.,1865.
157.,1876.
158.,1870.
159.,1866.
160.,1877.
161.,1868.
162.,1886.
163.,1889.
164.,1884.
165.,1887.
166.,1878.
167.,1897.
168.,1862.
169.,1875.
170.,1867.
171.,1872.
172.,1860.
173.,1864.
174.,1864.
175.,1876.
176.,1879.
177.,1866.
178.,1894.
179.,1877.
180.,1868.
181.,1869.
182.,1884.
183.,1869.
184.,1887.
185.,1859.
186.,1897.
187.,1853.
188.,1884.
189.,1869.
190.,1886.
191.,1864.
192.,1881.
193.,1866.
194.,1892.
195.,1867.
196.,1892.
197.,1864.
198.,1884.
199.,1865.
200.,1885.
201.,1863.
202.,1873.
203.,1892.
204.,1882.
205.,1859.
206.,1884.
207.,1900.
208.,1861.
209.,1892.
210.,1861.
211.,1894.
212.,1863.
213.,1897.
214.,1871.
215.,1895.
216.,1866.
217.,1896.
218.,1859.
219.,1875.
220.,1873.
221.,1883.
222.,1884.
223.,1887.
224.,1866.
225.,1876.
226.,1861.
227.,1880.
228.,1870.
229.,1886.
230.,1871.
231.,1896.
232.,1871.
233.,1873.
234.,1871.
235.,1877.
236.,1869.
237.,1880.
238.,1869.
239.,1882.
240.,1848.
241.,1873.
242.,1882.
243.,1859.
244.,1891.
245.,1860.
246.,1858.
247.,1882.
248.,1872.
249.,1890.
250.,1864.
251.,1872.
252.,1891.
253.,1870.
254.,1859.
255.,1886.
256.,1874.
257.,1900.
258.,1874.
259.,1893.
260.,1874.
261.,1877.
262.,1861.
263.,1883.
264.,1871.
265.,1873.
266.,1866.
267.,1903.
268.,1872.
269.,1892.
270.,1865.
271.,1892.
272.,1864.
273.,1903.
274.,1860.
275.,1870.
276.,1895.
277.,1877.
278.,1870.
279.,1900.
280.,1889.
281.,1867.
282.,1865.
283.,1870.
284.,1879.
285.,1869.
286.,1890.
287.,1864.
288.,1895.
289.,1867.
290.,1883.
291.,1854.
292.,1891.
293.,1852.
294.,1888.
295.,1865.
296.,1897.
297.,1859.
298.,1887.
299.,1856.
300.,1888.
301.,1869.
302.,1889.
303.,1867.
304.,1889.
305.,1879.
306.,1897.
307.,1866.
308.,1891.
309.,1865.
310.,1886.
311.,1859.
312.,1899.
313.,1863.
314.,1893.
315.,1860.
316.,1902.
317.,1864.
318.,1872.
