"molasses barrel","NY48D","519d"," ","N"," "," ","MS"," ",134
"glass cans","NY48D","519d"," ","N"," "," ","MS"," ",134
"crocks","NY48D","519d"," ","N","Y"," ","MS","crocks: lard",134
"tin buckets","NY49A","520"," ","N"," "," ","MS"," ",135
"pails","NY49A","520"," ","N"," "," ","MS"," ",135
"jars","NY49A","520"," ","N"," "," ","MS"," ",135
"jug","NY49A","520"," ","N","Y"," ","MS","jug:molasses",135
"pitcher","NY49B","521"," ","N"," "," ","MS"," ",136
"lard tub","NY49C","522a"," ","N"," "," ","MS"," ",137
"hogshead","NY49C","522a"," ","N"," "," ","MS"," ",137
"molasses jug","NY49C","522a"," ","N"," "," ","MS"," ",137
"molasses barrel","NY49C","522a"," ","N"," "," ","MS"," ",137
"crock","NY49D","522b"," ","N","Y"," ","MS","lard",138
"jugs","NY50A","523"," ","N"," "," ","MS"," ",139
"a gallon jug","NY50A","523"," ","N"," "," ","MS"," ",139
"tub","NY50A","523"," ","N","Y"," ","MS","tub: lard, b",139
"tubs of butter","NY50A","523"," ","N"," "," ","MS"," ",139
"pans","NY50A","523"," ","N"," "," ","MS"," ",139
"jug","NY50B","524"," ","N","Y"," ","MS","jug: molasse",140
"crocks","NY50B","524"," ","N"," "," ","MS"," ",140
"glass cans","NY50B","524"," ","N"," "," ","MS"," ",140
"cans","NY50B","524"," ","N"," "," ","MS"," ",140
"molasses jugs","NY51A","525a"," ","N"," "," ","MS"," ",141
"crocks","NY51A","525a"," ","N","Y"," ","MS","crock: lard,",141
"syrup cans","NY51A","525a"," ","N"," "," ","MS"," ",141
"jugs","NY51A","525a"," ","N"," "," ","MS"," ",141
"jug","NY51B","525b"," ","N","Y"," ","MS","jug: molasse",142
"crocks","NY51B","525b"," ","N"," "," ","MS"," ",142
"firkins","NY51C","525c"," ","N"," "," ","MS"," ",143
"glass cans","NY51C","525c"," ","N"," "," ","MS"," ",143
"cans","NY51C","525c"," ","N"," "," ","MS"," ",143
"jug","NY51C","525c"," ","N"," "," ","MS"," ",143
"crocks","NY51C","525c"," ","N","Y"," ","MS","crocks: lard",143
"hogsheads","NY51D","525d"," ","N"," "," ","MS"," ",144
"stone crocks","NY51D","525d"," ","N"," "," ","MS"," ",144
"jugs","NY51D","525d"," ","N"," "," ","MS"," ",144
"barrels","NY51D","525d"," ","N","Y"," ","MS","barrels,hogs",144
"barrels","NY51E!","525e!"," ","N","Y"," ","MS"," ",145
"jars","NY51E!","525e!"," ","N"," "," ","MS"," ",145
"hogsheads","NY51E!","525e!"," ","N"," "," ","MS"," ",145
"jugs","NY52A","527"," ","N","Y"," ","MS","jugs: syrup,",146
"crocks","NY52A","527"," ","N"," "," ","MS"," ",146
"pails","NY52B","528"," ","N"," "," ","MS"," ",147
"crocks","NY52B","528"," ","N"," "," ","MS"," ",147
"jug","NY52B","528"," ","N","Y"," ","MS","jug: molasse",147
"tub","NY52C","528b"," ","N","Y"," ","MS","lard",148
"tin can","NY53A","529"," ","N"," "," ","MS"," ",149
"jug","NY53A","529"," ","N","Y"," ","MS","jug:molasses",149
"crock","NY53A","529"," ","N"," "," ","MS"," ",149
"glass can","NY53A","529"," ","N"," "," ","MS"," ",149
"pans","NY53B!","530!"," ","N"," "," ","MS"," ",150
"stone jug","NY53B!","530!"," ","N"," "," ","MS"," ",150
"jug","NY53B!","530!"," ","N","Y"," ","MS"," ",150
"barrel","NY54A","531"," ","N"," "," ","MS"," ",151
"barrel","NY54B","532"," ","N","Y"," ","MS","molasses or",152
"keg","NY54B","532"," ","N"," "," ","MS"," ",152
"jars","NY55A","533"," ","N"," "," ","MS"," ",153
"cans","NY55A","533"," ","N","Y"," ","MS","cans: molass",153
"pails","NY55B","534"," ","N"," "," ","MS"," ",154
"butter crocks","NY55B","534"," ","N","Y"," ","MS","but.crocks:l",154
"can","NY55B","534"," "," "," "," ","MS"," ",154
"jug","NY55B","534"," "," "," "," ","MS"," ",154
"molasses jug","NY56A","535"," "," ","Y"," ","MS","can: maple s",155
"can","NY56A","535"," "," "," "," ","MS"," ",155
"jug","NY56A","535"," ","N"," "," ","MS"," ",155
"tin can","NY56B","536"," "," "," "," ","MS"," ",156
"jars","NY56B","536"," ","N","Y"," ","MS","jars:***; ti",156
"crock","NY56B","536"," "," "," "," ","MS"," ",156
"firkins","NY57A","537a"," "," "," "," ","MS"," ",157
"jugs","NY57A","537a"," ","N","Y"," ","MS","j,tc:molasse",157
"tin cans","NY57A","537a"," ","N"," "," ","MS"," ",157
"tubs","NY57A","537a"," "," "," "," ","MS"," ",157
"crock","NY57A","537a"," "," "," "," ","MS"," ",157
"lard can","NY57B","537b"," ","N"," "," ","MS"," ",158
"molasses jug","NY57B","537b"," ","N"," "," ","MS"," ",158
"stone jars","NY57B","537b"," ","N"," "," ","MS"," ",158
"stone crocks","NY57B","537b"," ","N"," "," ","MS"," ",158
"can","NY57C!","537c!"," ","N"," "," ","MS"," ",159
"lard can","NY57C!","537c!"," ","N"," "," ","MS"," ",159
"jug","NY57C!","537c!"," ","N"," "," ","MS"," ",159
"jug","NY58A","539a"," "," ","Y"," ","MS","jug: molasse",160
"crocks","NY58A","539a"," "," "," "," ","MS"," ",160
"hogsheads","NY58B","539b"," ","N"," "," ","MS"," ",161
"stone crock","NY58B","539b"," ","N"," "," ","MS"," ",161
"crock","NY58B","539b"," ","N"," "," ","MS"," ",161
"barrel","NY58B","539b"," ","N","Y"," ","MS","bar:sorghum",161
"jug","NY58B","539b"," ","N"," "," ","MS"," ",161
"tin cans","NY58C","539c"," ","N","Y"," ","MS","tin cans: sy",162
"jug of molasses","NY58C","539c"," ","N"," "," ","MS"," ",162
"tin pail","NY58C","539c"," ","N"," "," ","MS"," ",162
"lard pail","NY58C","539c"," ","N"," "," ","MS"," ",162
"syrup jug","NY58D!","539d!"," ","N"," "," ","MS"," ",163
"crock","NY58D!","539d!"," ","N","Y"," ","MS"," ",163
"molasses jug","NY58D!","539d!"," ","N"," "," ","MS"," ",163
"keg of molasses","NY58E!","539e!"," ","N"," "," ","MS"," ",164
"cans of lard","NY58E!","539e!"," ","N"," "," ","MS"," ",164
"pails of lard","NY58E!","539e!"," ","N"," "," ","MS"," ",164
"brown jug","NY58F!","539f!"," ","N","Y"," ","MS"," ",165
"pail","NY58F!","539f!"," ","N"," "," ","MS"," ",165
"cans","NY58F!","539f!"," ","N","Y"," ","MS"," ",165
"crock","NY58F!","539f!"," ","N"," "," ","MS"," ",165
"brown jug","NY59A","543"," ","N","Y"," ","MS","brown j.: mo",166
"cans","NY59A","543"," ","N"," "," ","MS"," ",166
"crocks","NY59A","543"," ","N"," "," ","MS"," ",166
"jug","NY59B","544"," ","N"," "," ","MS"," ",167
"pitcher","NY59B","544"," ","N","Y"," ","MS","pitcher: on",167
"jug","NY60A","545"," ","N","Y"," ","MS","jug: molasse",168
"syrup jug","NY60A","545"," ","N"," "," ","MS"," ",168
"crock","NY60A","545"," ","N"," "," ","MS"," ",168
"half barrels","NY60B!","546!"," ","N","Y"," ","MS"," ",169
"molasses jug","NY60B!","546!"," ","N","Y"," ","MS"," ",169
"barrels","NY60B!","546!"," ","N","Y"," ","MS"," ",169
"lard crocks","NY60B!","546!"," ","N"," "," ","MS"," ",169
"cannisters","NY60B!","546!"," ","N"," "," ","MS"," ",169
"syrup jug","NY60B!","546!"," ","N"," "," ","MS"," ",169
"syrup cans","NY61A","547"," ","N"," "," ","MS"," ",170
"milk pans","NY61A","547"," ","N"," "," ","MS"," ",170
"crocks","NY61A","547"," ","N","Y"," ","MS","crocks: lard",170
"barrels","NY61A","547"," "," "," "," ","MS"," ",170
"lard tub","NY61B","548"," ","N"," "," ","MS"," ",171
"firkin","NY61B","548"," ","N"," "," ","MS"," ",171
"jug","NY61B","548"," ","N","Y"," ","MS","jug: syrup;",171
"barrel","NY61B","548"," ","N"," "," ","MS"," ",171
"butter firkin","NY61B","548"," ","N"," "," ","MS"," ",171
"crocks","NY62A","551a"," ","N"," "," ","MS"," ",172
"tin can","NY62A","551a"," ","N","Y"," ","MS","tin can: lar",172
"crock","NY62B","551b"," ","N","Y"," ","MS","crock: molas",173
"cans","NY62B","551b"," ","N"," "," ","MS"," ",173
"crocks","NY62B","551b"," ","N"," "," ","MS"," ",173
"pans","NY62B","551b"," ","N"," "," ","MS"," ",173
"jar","NY62C","551c"," ","N","Y"," ","MS","jar: syrup;",174
"tin cans","NY62C","551c"," ","N"," "," ","MS"," ",174
"crocks","NY62D!","551d!"," ","N","Y"," ","MS"," ",175
"molasses jug","NY62D!","551d!"," ","N"," "," ","MS"," ",175
"cans","NY63A","556a"," ","N"," "," ","MS"," ",176
