"stallion","PA42B","176","N","N"," "," "," ","MS",335," ","1"
"stallion","PA43A","177","N","N"," "," "," ","MS",336," ","1"
"stallion","PA43B","178","N","N"," "," "," ","MS",337," ","1"
"mate horse","PA44A","179","O","N"," "," "," ","MS",338," ","1"
"stallion","PA44B","180","N","N"," "," "," ","MS",339," ","1"
"stallion","PA45A","181","N","N"," "," "," ","MS",340," ","1"
"stallion","PA45B","182","N","N"," "," "," ","MS",341," ","1"
"stallion","PA46A","185","N","N"," "," "," ","MS",342," ","1"
"stallion","PA46B","186","N","N"," "," "," ","MS",343," ","1"
"studhorse","PA47A","189","N","N"," "," "," ","MS",344," ","1"
"stallion","PA47B","190","N","N"," "," "," ","MS",345," ","1"
"stallion","PA48A","191","N","N"," "," "," ","MS",346," ","1"
"stallion","PA48B","192","N","N"," "," "," ","MS",347," ","1"
"stallion","PA48C","193","N","N"," "," "," ","MS",348," ","1"
"studhorse","PA49A","194","N","N"," "," "," ","MS",349," ","1"
"stallion","PA49B","195","N","N"," "," "," ","MS",350," ","1"
"stallion","PA50A","196","N","N"," "," "," ","MS",351," ","1"
"stallion","PA50B","197","N","N"," "," "," ","MS",352," ","1"
"stallion","PA50C!","198!","N","N"," "," "," ","MS",353," ","1"
"stallion","PA51A","199","N","N"," "," "," ","MS",354," ","1"
"stallion","PA51B","200","N","N"," "," "," ","MS",355," ","1"
"gentleman horse","PA52A","201","O","N","wife present"," "," ","MS",356," ","1"
"stallion","PA52B!","202!","N","N"," "," "," ","MS",357," ","1"
"stallion","PA53A","203","N","N"," "," "," ","MS",358," ","1"
"stallion","PA53B","204","N","N"," "," "," ","MS",359," ","1"
"stable horse","PA54A","205","O","N"," "," "," ","MS",360," ","1"
"stallion","PA54B","206","N","N"," "," "," ","MS",361," ","1"
"stallion","PA55A","207","N","N"," "," "," ","MS",362," ","1"
"stallion","PA55B","208","N","N"," "," "," ","MS",363," ","1"
"studhorse","PA56A","211(*)","N","N"," "," "," ","MS",364," ","1"
"stallion","PA56B","212","N","N"," "," "," ","MS",365," ","1"
"stallion","PA57A","213","N","N"," "," "," ","MS",366," ","1"
"stallion","PA57B","214","N","N"," "," "," ","MS",367," ","1"
"stallion","PA58A","215","N","N"," "," "," ","MS",368," ","1"
"stallion","PA58B","216","N","N"," "," "," ","MS",369," ","1"
"studhorse","PA59A","219","N","N"," "," "," ","MS",370," ","1"
"stallion","PA59B","220","N","N"," "," "," ","MS",371," ","1"
"stallion","PA60A","221","N","N"," "," "," ","MS",372," ","1"
"stallion","PA60B","222","N","N"," "," "," ","MS",373," ","1"
"studhorse","PA61A","223","N","N"," "," "," ","MS",374," ","1"
"stallion","PA61B","224","N","N"," "," "," ","MS",375," ","1"
"stallion","PA62A","229","N","N"," "," "," ","MS",376," ","1"
"stallion","PA62B","230","N","N"," "," "," ","MS",377," ","1"
"stallion","PA63A","231","N","N"," "," "," ","MS",378," ","1"
"stallion","PA63B","232","N","N"," "," "," ","MS",379," ","1"
"stallion","PA64A","233","N","N"," "," "," ","MS",380," ","1"
"stallion","PA64B","234","N","N"," "," "," ","MS",381," ","1"
"stallion","PA65A","237","N","N"," "," "," ","MS",382," ","1"
"stallion","PA65B","238","N","N"," "," "," ","MS",383," ","1"
"studhorse","PA66A","239","N","N"," "," "," ","MS",384," ","1"
"stallion","PA66B","240","N","N"," "," "," ","MS",385," ","1"
"stallion","PA67A","243","N","N"," "," "," ","MS",386," ","1"
"stallion","PA67B","244","N","N"," "," "," ","MS",387," ","1"
"male horse","WV1!","88!","O","N"," "," "," ","MS",388," ","1"
"stallion","WV2","89","N","N"," "," "," ","MS",389," ","1"
"stallion","WV3","91","N","N"," "," "," ","MS",390," ","1"
"stallion","WV4A","92","N","N"," "," "," ","MS",391," ","1"
"NR","WV4B","93"," ","N"," "," "," ","MS",392," ","1"
"studhorse","WV5","94","N","N"," "," "," ","MS",393," ","1"
"stablehorse","WV6A","95","N","N"," "," "," ","MS",394," ","1"
"stallion","WV6B","96","N","N"," "," "," ","MS",395," ","1"
"stallion","WV7A","97","N","N"," "," "," ","MS",396," ","1"
"stallion","WV7B","98","N","N"," "," "," ","MS",397," ","1"
"stallion","WV8A","97b","N","N"," "," "," ","MS",398," ","1"
"stallion","WV8B","98b","N","N"," "," "," ","MS",399," ","1"
"studhorse","WV9A","301","N","N"," "," "," ","MS",400," ","1"
"studhorse","WV9B","302","N","N"," "," "," ","MS",401," ","1"
"stallion","WV10A","303","N","N"," "," "," ","MS",402," ","1"
"stallion","WV10B","303b","N","N"," "," "," ","MS",403," ","1"
"stud","WV10C","304","N","N"," "," "," ","MS",404," ","1"
"stablehorse","WV11A","305","N","N"," "," "," ","MS",405," ","1"
"stallion","WV11B!","306!","N","N"," "," "," ","MS",406," ","1"
"stablehorse","WV12A","307","N","N"," "," "," ","MS",407," ","1"
"studhorse","WV12B","308","N","N"," "," "," ","MS",408," ","1"
"stud","WV13A","309","N","N"," "," "," ","MS",409," ","1"
"stallion","WV13B","310","N","N"," "," "," ","MS",410," ","1"
"stallion","WV14A","311","N","N"," "," "," ","MS",411," ","1"
"stallion","WV14B","312","N","N"," "," "," ","MS",412," ","1"
"stablehorse","WV15A","313","N","N"," "," "," ","MS",413," ","1"
"stallion","WV15B","314","N","N"," "," "," ","MS",414," ","1"
"stablehorse","WV16A","315","N","N"," "," "," ","MS",415," ","1"
"stud","WV16B","316","N","N"," "," "," ","MS",416," ","1"
"stallion","WV17A","317","N","N"," "," "," ","MS",417," ","1"
"stallion","WV17B","317b","N","N"," "," "," ","MS",418," ","1"
"studhorse","WV17C","318","N","N"," "," "," ","MS",419," ","1"
"stallion","WV18A","319","N","N"," "," "," ","MS",420," ","1"
